name,state,lat,lon
WHITEMAN AFB,MO,38.72,-93.55
FT LEONARD WOOD,MO,37.75,-92.15
WEST PLAINS ARPT,MO,36.88,-91.91
VICHY-ROLLA,MO,38.13,-91.77
NEBRASKA CITY MUNI,NE,40.61,-95.87
ALLIANCE,NE,42.05,-102.80
AINSWORTH,NE,42.58,-99.98
AURORA,NE,40.90,-97.98
BROKEN BOW,NE,41.43,-99.64
SCOTTSBLUFF,NE,41.87,-103.60
BEATRICE,NE,40.32,-96.75
ALBION MUNI ARPT,NE,41.73,-98.06
CHADRON,NE,42.83,-103.08
KEARNEY,NE,40.73,-99.00
FREMONT MUNI ARPT,NE,41.45,-96.52
FALLS CITY,NE,40.07,-95.58
GRAND ISLAND,NE,40.97,-98.32
BREWSTER FIELD,NE,40.45,-99.33
HEBRON MUNI ARPT,NE,40.15,-97.59
HASTINGS,NE,40.60,-98.43
KIMBALL MUNI AP,NE,41.19,-103.68
IMPERIAL,NE,40.52,-101.62
YORK MUNICIPAL ARPT,NE,40.90,-97.62
WAYNE MUNI AP,NE,42.24,-96.98
NORTH PLATTE,NE,41.13,-100.68
LINCOLN,NE,40.85,-96.75
LEXINGTON,NE,40.80,-99.76
MCCOOK,NE,40.22,-100.58
OMAHA/MILLARD AP,NE,41.20,-96.11
OFFUTT AFB,NE,41.12,-95.90
NORFOLK,NE,41.98,-97.43
ORD,NE,41.62,-98.95
OGALALLA,NE,41.12,-101.76
COLUMBUS,NE,41.45,-97.35
OMAHA,NE,41.30,-95.90
O'NEILL,NE,42.47,-98.68
SIDNEY,NE,41.10,-102.98
THEDFORD/THOMAS CTY,NE,41.96,-100.57
TEKAMAH,NE,41.77,-96.18
VALENTINE,NE,42.87,-100.55
ALBUQUERQUE,NM,35.05,-106.62
DOUBLE EAGLE ARPT.,NM,35.14,-106.80
ALAMOGORDO,NM,32.83,-106.00
ARTESIA,NM,32.91,-104.50
CLAYTON,NM,36.45,-103.15
CARLSBAD,NM,32.33,-104.27
CLINES CORNERS,NM,35.00,-105.55
CLOVIS,NM,34.42,-103.08
CANNON AFB,NM,34.38,-103.32
DEMING,NM,32.26,-107.72
FARMINGTON,NM,36.75,-108.23
GRANTS,NM,35.17,-107.90
GALLUP,NM,35.52,-108.78
HOLLOMAN AFB,NM,32.85,-106.10
HOBBS,NM,32.68,-103.20
LAS CRUCES,NM,32.28,-106.92
LAS VEGAS,NM,35.66,-105.14
ROSWELL,NM,33.30,-104.53
RATON AIRPORT,NM,36.75,-104.50
SANTA FE,NM,35.62,-106.08
TAOS,NM,36.45,-105.67
RUIDOSO,NM,33.47,-105.53
SILVER CITY,NM,32.63,-108.17
TUCUMCARI,NM,35.18,-103.60
TRUTH OR CONSQ.,NM,33.23,-107.27
BOULDER NCAR FOOTHILLS LAB,CO,40.04,-105.24
SAGUACHE MUNI ARPT,CO,38.10,-106.17
KREMMLING/MCELROY,CO,40.05,-106.37
WILKERSON PASS,CO,39.05,-105.51
COTTONWOOD PASS,CO,38.78,-106.22
USAF ACADEMY,CO,38.97,-104.82
AKRON,CO,40.17,-103.22
ALAMOSA,CO,37.45,-105.87
ENGLEWOOD,CO,39.56,-104.85
ASPEN,CO,39.22,-106.87
BROOMFIELD,CO,39.90,-105.12
BUCKLEY ANGB ARPT,CO,39.70,-104.75
CRAIG,CO,40.50,-107.53
COPPER MTN/RED CLFF,CO,39.47,-106.15
CORTEZ,CO,37.30,-108.63
COLORADO SPRINGS,CO,38.82,-104.72
PAGOSA SPRINGS,CO,37.45,-106.80
DENVER INTL.,CO,39.87,-104.67
DURANGO,CO,37.15,-107.75
MEEKER,CO,40.05,-107.88
EAGLE,CO,39.65,-106.92
FORT CARSON,CO,38.68,-104.77
FT. COLLINS,CO,40.45,-105.02
GRAND JUNCTION,CO,39.12,-108.53
GUNNISON,CO,38.55,-106.92
GREELEY,CO,40.20,-104.63
HAYDEN,CO,40.50,-107.25
BURLINGTON,CO,39.25,-102.28
LAMAR,CO,38.07,-102.68
LA JUNTA,CO,38.05,-103.52
LIMON,CO,39.18,-103.70
LEADVILLE,CO,39.25,-106.30
ELBERT MTN/MONUMENT,CO,39.22,-104.63
MONTROSE,CO,38.50,-107.88
SALIDA MOUNTAIN,CO,38.48,-106.32
PUEBLO,CO,38.28,-104.52
RIFLE/GARFIELD RGNL,CO,39.53,-107.72
SPRINGFIELD,CO,37.28,-102.61
TRINIDAD,CO,37.25,-104.33
TELLURIDE REGIONAL,CO,37.95,-107.90
LA VETA MOUNTAIN,CO,37.50,-105.17
WICHITA/JABARRA,KS,37.75,-97.22
COFFEYVILLE,KS,37.09,-95.56
CONCORDIA,KS,39.55,-97.65
CHANUTE,KS,37.67,-95.48
DODGE CITY,KS,37.77,-99.97
ELKHART,KS,37.00,-101.88
EMPORIA,KS,38.33,-96.20
NEWTON,KS,38.05,-97.28
FORBES AFB,KS,38.95,-95.67
GREAT BEND,KS,38.35,-98.87
GARDEN CITY,KS,37.93,-100.72
GOODLAND,KS,39.37,-101.70
HILL CITY,KS,39.38,-99.83
HUTCHINSON,KS,38.07,-97.87
HAYS,KS,38.85,-99.27
MCCONNELL AFB,KS,37.62,-97.27
WICHITA,KS,37.65,-97.42
OLATHE/INDUSTRIAL,KS,38.83,-94.90
LIBERAL,KS,37.05,-100.97
LAWRENCE,KS,39.00,-95.21
MANHATTAN,KS,39.15,-96.67
OLATHE,KS,38.85,-94.90
MEDICINE LAKE,KS,37.30,-98.58
PARSONS,KS,37.33,-95.52
PRATT MUNI ARPT,KS,37.70,-98.75
RUSSELL,KS,38.87,-98.82
SALINA,KS,38.80,-97.65
TOPEKA,KS,39.07,-95.63
WINFIELD,KS,37.10,-97.00
ARDMORE DOWNTOWN,OK,34.17,-97.12
ADA,OK,34.81,-96.67
ARDMORE,OK,34.30,-97.02
ATOKA MUNI ARPT,OK,34.40,-96.15
ALVA REGIONAL AIRPT,OK,36.77,-98.67
ALTUS/QUARTZ MTN RG,OK,34.70,-99.34
BARTLESVILLE,OK,36.75,-96.00
CHICKASHA MUNI ARPT,OK,35.10,-97.97
CLINTON RGNL AP,OK,35.54,-98.93
CHANDLER MUNI AIRP,OK,35.72,-96.82
CLINTON,OK,35.35,-99.20
CUSHING MUNI AP,OK,35.95,-96.77
EAKER FIELD AIRPORT,OK,33.94,-96.39
HALLIBURTON FIELD,OK,34.47,-97.96
VANCE AFB,OK,36.35,-97.92
FREDERICK,OK,34.35,-98.98
FORT SILL,OK,34.65,-98.40
GAGE,OK,36.30,-99.77
CLAREMORE RGNL ARPT,OK,36.29,-95.48
GROVE MUNI AIRPORT,OK,36.61,-94.74
GUTHRIE,OK,35.85,-97.42
GUYMON,OK,36.69,-101.51
HOBART,OK,35.00,-99.05
SALLISAW MUNI ARPT,OK,35.44,-94.80
WATONGA AIRPORT,OK,35.86,-98.42
LAWTON MUNI,OK,34.57,-98.42
ALTUS AFB,OK,34.65,-99.27
MUSKOGEE,OK,35.67,-95.37
MCALESTER,OK,34.88,-95.78
OKLAHOMA CITY,OK,35.40,-97.60
OKMULGEE RGNL ARPT,OK,35.67,-95.95
NORMAN,OK,35.22,-97.45
PONCA CITY,OK,36.73,-97.10
PAULS VALLEY MUNI,OK,34.71,-97.22
OKLAHOMA CITY,OK,35.53,-97.63
POTEAU,OK,35.02,-94.62
EL RENO RGNL AP,OK,35.47,-98.01
TULSA,OK,36.04,-95.99
SHAWNEE MUNI AIRPRT,OK,35.36,-96.94
STILLWATER,OK,36.17,-97.08
TINKER AFB,OK,35.42,-97.38
TAHLEQUAH MUNI ARPT,OK,35.93,-95.00
TULSA,OK,36.20,-95.90
ENID,OK,36.38,-97.80
WEST WOODWARD,OK,36.43,-99.53
BRENHAM,TX,30.22,-96.37
FAYETTE RGNL AIR,TX,29.91,-96.95
TERREL COUNTY ARPT.,TX,30.05,-102.21
ABILENE,TX,32.42,-99.68
WACO,TX,31.62,-97.22
DALLAS/ADDISON,TX,32.97,-96.83
FT WORTH/ALLIANCE,TX,32.97,-97.32
ALICE,TX,27.73,-98.03
AMARILLO,TX,35.23,-101.70
LLANO MUNI ARPT,TX,30.78,-98.66
AUSTIN CITY,TX,30.29,-97.70
AUSTIN/BERGSTROM,TX,30.22,-97.67
NEW BRAUNFELS,TX,29.72,-98.05
BRADY/CURTIS FIELD,TX,31.18,-99.32
BORGER,TX,35.70,-101.40
FALFURRIAS,TX,27.21,-98.12
BURNET,TX,30.73,-98.23
BIG SPRING,TX,32.21,-101.52
PORT ARTHUR,TX,29.95,-94.02
BROWNSVILLE,TX,25.90,-97.43
BROWNWOOD RGNL AP,TX,31.79,-98.96
BAY CITY MUNI AP,TX,28.97,-95.86
CHILDRESS,TX,34.43,-100.28
COLLEGE STATION,TX,30.58,-96.37
COTULLA,TX,28.45,-99.22
CLEBURNE MUNI ARPT,TX,32.35,-97.43
CORPUS CHRISTI,TX,27.77,-97.50
CORSICANA,TX,32.03,-96.40
CONROE,TX,30.35,-95.41
DALLAS,TX,32.85,-96.85
DALLAS-FT. WORTH,TX,32.90,-97.03
DALHART,TX,36.02,-102.55
CROCKETT/HOUSTON CO,TX,31.31,-95.40
LAUGHLIN AFB,TX,29.37,-100.78
DEL RIO,TX,29.37,-100.92
DENTON,TX,33.20,-97.20
DUMAS/MOORE COUNTY,TX,35.86,-102.01
HOUSTON/D.W.HOOKS,TX,30.07,-95.55
DYESS AFB,TX,32.43,-99.85
ALPINE-CASPARIS,TX,30.38,-103.68
EDINBURG INTL ARPT,TX,26.44,-98.13
ROCKSPRINGS/EDWARDS,TX,29.95,-100.17
ELLINGTON AFB,TX,29.62,-95.17
EL PASO,TX,31.80,-106.40
KERRVILLE MUNI AP,TX,29.98,-99.09
VERNON/WILBERGER CO,TX,34.23,-99.28
FT. STOCKTON,TX,30.92,-102.92
FT. WORTH,TX,32.82,-97.35
FT. WORTH/SPINKS,TX,32.57,-97.31
GRANBURY MUNI ARPT,TX,32.44,-97.82
GUADALUPE PASS,TX,31.83,-104.80
LONGVIEW,TX,32.38,-94.72
ARLINGTON,TX,32.66,-97.10
GAINESVILLE MUNI,TX,33.65,-97.20
GALVESTON,TX,29.27,-94.87
GAINES COUNTY APRT,TX,32.68,-102.65
GATESVILLE/CITY-CNT,TX,31.42,-97.80
GRAND PRAIRIE MUNI,TX,32.70,-97.05
ROBERT GRAY AAF,TX,31.07,-97.83
GEORGETOWN,TX,30.68,-97.68
GREENVILLE/MAJORS,TX,33.07,-96.07
GIDDINGS-LEE CNTY A,TX,30.17,-96.98
DENISON,TX,33.70,-96.67
HEBBRONVILLE/JIM HO,TX,27.35,-98.74
HONDO,TX,29.35,-99.17
CANADIAN/HEMPHILL,TX,35.90,-100.40
HOOD AAF,TX,31.15,-97.72
HOUSTON/HOBBY AP,TX,29.65,-95.28
MESQUITE METRO AP,TX,32.75,-96.53
HARLINGEN,TX,26.23,-97.67
SAN MARCOS,TX,29.90,-97.87
HOUSTON,TX,29.97,-95.35
KILLEEN/MUNI,TX,31.08,-97.68
HILLSBORO MUNI ARPT,TX,32.08,-97.10
WINK,TX,31.78,-103.20
JASPER/JASPER CO AP,TX,30.89,-94.03
JUNCTION,TX,30.50,-99.75
WOOD CNTY ARPT,TX,32.74,-95.50
JACKSONVILLE,TX,31.87,-95.22
MIDLOTHIAN,TX,32.46,-96.91
FOX STEPHENS FIELD/,TX,32.70,-94.95
LUBBOCK,TX,33.65,-101.82
CLARKSVILLE,TX,33.59,-95.06
ANGLETON,TX,29.12,-95.46
LUFKIN,TX,31.23,-94.75
HEARNE MUNI ARPT,TX,30.87,-96.62
LANCASTER ARPT,TX,32.58,-96.72
LAREDO AFB,TX,27.53,-99.47
DECATUR MUNI AP,TX,33.25,-97.58
HOUSTON/CLOVER FLD.,TX,29.53,-95.23
MIDLAND,TX,31.95,-102.18
MIDLAND AIRPARK,TX,32.04,-102.10
MCALLEN,TX,26.18,-98.23
COMANCHE CNTY-CITY,TX,31.92,-98.60
MARFA,TX,30.37,-104.02
MINERAL WELLS,TX,32.78,-98.07
FORT WORTH NAS,TX,32.77,-97.43
CORPUS CHRISTI NAS,TX,27.70,-97.28
KINGSVILLE NAS,TX,27.50,-97.82
NACOGDOCHES,TX,31.58,-94.72
ODESSA,TX,31.92,-102.39
ORANGE/ORANGE CO AP,TX,30.07,-93.80
MOUNT PLEASANT RGNL,TX,33.10,-94.96
PECOS MUNICIPAL AIR,TX,31.38,-103.51
PORT ISABEL,TX,26.17,-97.33
CALHOUN CNTY ARPT,TX,28.65,-96.68
PAMPA/PERRY LEFORS,TX,35.61,-101.00
PARIS,TX,33.63,-95.45
PALESTINE MUNI ARPT,TX,31.78,-95.71
PALACIOS,TX,28.72,-96.25
PLAINVIEW/HALE CO,TX,34.17,-101.72
MCGREGOR,TX,31.48,-97.32
PERRYTON/OCHILTREE,TX,36.41,-100.75
PORT ARANSAS/MUSTAN,TX,27.81,-97.09
DALLAS/REDBIRD,TX,32.68,-96.87
ROBSTOWN NUECES COU,TX,27.78,-97.69
ROCKPORT,TX,28.08,-97.05
RANDOLPH AFB,TX,29.53,-98.28
GRAHAM MUNI AP,TX,33.11,-98.56
CALDWELL MUNI AP,TX,30.52,-96.70
SAN ANTONIO,TX,29.53,-98.47
STEPHENVILLE/CLARK,TX,32.22,-98.18
SUGARLAND/HULL FLD,TX,29.62,-95.66
SAN ANGELO,TX,31.37,-100.50
SULPHUR SPRINGS MUN,TX,33.16,-95.62
SNYDER/WINSTON,TX,32.69,-100.95
SONORA MUNI ARPT,TX,30.59,-100.65
SAN ANTONIO/STIN,TX,29.33,-98.48
SWEETWATER/AVENGER,TX,32.47,-100.47
MID VALLEY ARPT,TX,26.18,-97.97
FREDERICKSBURG,TX,30.24,-98.91
MCKINNEY,TX,33.18,-96.59
KELLY AFB,TX,29.38,-98.58
WITCHITA FALLS,TX,33.97,-98.48
TEMPLE,TX,31.15,-97.42
TERRELL,TX,32.71,-96.27
TYLER,TX,32.37,-95.40
HUNTSVILLE,TX,30.75,-95.58
UVALDE/GARNER FLD A,TX,29.21,-99.74
VICTORIA,TX,28.85,-96.92
BRIDGEPORT MUNI ARP,TX,33.18,-97.83
